所屬業管機關,業者編號,卡號,電子票證卡種,持卡身分,票種類型,票種次類型,搭乘路線代碼,搭乘路線名稱,搭乘附屬路線代碼,搭乘附屬路線名稱,搭乘公車路線方向,公車路線計費方式[0: ODFares 上下車刷卡格式; 1: ODTapOnceFares 上車刷卡格式; 2: StageFares 區間收費格式],上車站牌代碼,上車站牌名稱,上車計費站序資料,刷卡上車時間,下車站牌代碼,下車站牌名稱,下車站牌站序,刷卡下車時間,收費價格,優惠額度,轉乘代碼紀錄,優惠資訊,實際支付價格,是否包含異常值(係指上下站值為-99或上下車時間為1970-01-01 00:00:00之情況),檢核錯誤代碼[-2: 未經二階段檢核; -1: 路線資訊錯誤; 0: 驗證通過; 1: 站牌或站位資訊錯誤; 2: 業者與路線資訊不匹配; 3: 路線、站牌與業者資訊不匹配],檢核結果[0: 值域或各式檢核未通過; 1: 值域各式檢核通過但包含異常值; 2: 代碼或邏輯檢核未通過; 3: 值域格式及代碼邏輯皆通過],原始票證筆數,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
Authority,OperatorNo,ID,IDType,HolderType,TicketType,SubTicketType,RouteUID,RouteName,SubRouteUID,SubRouteName,Direction,FarePricingType,BoardingStopUID,BoardingStopName,BoardingStopSequence,BoardingTime,DeboardingStopUID,DeboardingStopName,DeboardingStopSequence,DeboardingTime,Price,Discount,TransferCode,DiscountInfo,PaymentPrice,IsAbnormal,ErrorCode,Result,TicketCount,SrcUpdateTime,UpdateTime,InfoDate
Kaohsiung,1307,4ef2f9f717f072cdbe692655b12ae2c6fe43e81911491805aed36da780d0aa94,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 09:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 09:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,144bb6ba94cd22dfde3db229ed54de01f131f57d33212b291af1405d627b4ece,EasyCard,C09,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 11:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,17.0,0.0,,,17.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8e755e1a18969f0a66bf28312f75bd5c69fa1b19e3ac1010984375c9dcc3a7d4,iPASS,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 17:00:00,KHH108501148252,義大世界站,7,2024-07-31 18:00:00,19.0,19.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fcfde1b9342bf14322d73d1cb1a3e5ffacbf67e9dd33b1466b8c7a483db44af3,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,28ee462a63bbc38977bf527dddb9a9fa2a78dc60528903f2249eefd6f6da641a,EasyCard,C09,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 14:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 15:00:00,19.0,0.0,,,19.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d0bbf116b867153e024e9a22bcbe0a5d3519f5a8edc0175ebc489895fd57eee7,iPASS,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506178812,移民署,2,2024-07-31 19:00:00,KHH10850669212,清豐路口(楠梓路),12,2024-07-31 19:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,abd093c4ea228b8f06ff26378935616ab920ff373243653de7d63a391d1fbd26,PaymentID,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 20:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,59807a1b6a8bd6dc9799018fd3ae54e695c23cf0a7d6010c9d864d24049e8cd2,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ce2e87f2d4e6908479ac3aacc214cb006b8a94b2a424a78e440f6619542ac8ef,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 10:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 11:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,60099e4138fc326ca37632b22eb31675d40afbbde049c5408cc523d3524a02e0,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,dd27f799497f688b0b81a576a3c546e172f9189ae05ce8fbf0cecc641b1a42dc,iPASS,C01,1,,KHH8503,8503,KHH8503,8503,0,0,KHH108503148261,義大世界站,1,2024-07-31 07:00:00,KHH108503182131,家樂福鼎山店,8,2024-07-31 08:00:00,27.0,27.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,0308b79aca4a0d1941fe9ae3f07a6f08e3b083cc979887fe8be1cb8e3ba6cc37,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 19:00:00,KHH108501131452,購物廣場站,6,2024-07-31 19:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5579b88418cc66390fe0d363a0fba457146941a86524b70fcce267a2fff17511,iPASS,C09,4,#SOU-999,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 08:00:00,KHH100503123372,義大醫院,1,2024-07-31 09:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,03196b6ca6564d27281adbb2645ce7ae0eeb4f70934c3ec299fb82a18a0ea302,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 11:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 11:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7bcba459056f5617029eef03102a46c3fd51d78bc03413c732d8daba602d2df5,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 16:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 17:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5ebe7e26235f074650d42530ef0cb21a1dc20a448b46c4e2f0cb9b7021537777,iPASS,C09,4,#KHH-399,KHH8503,8503,KHH8503,8503,0,0,KHH108503148261,義大世界站,1,2024-07-31 22:00:00,KHH108503182131,家樂福鼎山店,8,2024-07-31 23:00:00,79.0,79.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,02b0404126518f358cbec03a2ac84e3b1a36d0c7a2a743fbbd41ac373736fcad,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501131452,購物廣場站,6,2024-07-31 09:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,943d9d3baf3aa29543ba218603535346b34034af4bb86bdf934a682951a6a6e1,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115922,楠梓火車站,15,2024-07-31 13:00:00,KHH108506148252,義大世界站,21,2024-07-31 14:00:00,43.0,0.0,,,43.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,79decdf23e99ee5b1eebdd6df0c8e8351baa1e85720eb5ae5410f2b1c2ce9d3c,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501148252,義大世界站,7,2024-07-31 13:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,76be649418519557189f8d9e2a4b3e92386f97130268a195462a6e35ccdf7b46,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a97717a91ad7a56ec846694b8d3645973605653b01341185b8c6926178bbea45,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 18:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 19:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b67c12eded5336e15982f287ec9fd713ff5899691b785523f0a03cc255e49d59,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 17:00:00,KHH10850535211,捷運苓雅運動園區站,6,2024-07-31 18:00:00,42.0,42.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,76db9ca73e81c765e3cb0e584c19de3b7ca806afd1ccfe081927297bb0f613df,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f2ad3883cef0dc504dbc5f15247bd8e836fb449abd8a002132b88d547274c0f3,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 14:00:00,KHH100503123372,義大醫院,1,2024-07-31 14:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,17c930af1bca8a1e05a6525d369872d09935e251c886db32d42dddeb1632c6f1,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 19:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 20:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a5d20e0fb96f65dda0537fe9e12b0ed9270965544aca0ae5de0ee933ad745a9f,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501131421,仁林路口(澄觀路二段),5,2024-07-31 13:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cc5ba49b5f13926abeb5aab0d49739c65e45b9d84a8f32e80cfe1143eced72fe,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 09:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 10:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1050302d9c2115e83feb0c682d33023f020887b083c59191094886115a1878a4,iPASS,C09,4,#SOU-999,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9e38f80d37930fe585678016f7042bf84b7a68389d3220eeff649350c6d74bd9,EasyCard,A,1,,KHH8505,8505,KHH8505,8505,1,0,KHH1085059412,國軍高雄總醫院(捷運衛武營站),10,2024-07-31 11:00:00,KHH108505131452,購物廣場站,15,2024-07-31 12:00:00,41.0,0.0,,,41.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c952a97edc3a0a3552bbfcdde803b244b1b971048951e58745544857ec46a599,PaymentID,C09,4,#KHH-MaaS_30D399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503191971,樹德科技大學(橫山路),5,2024-07-31 18:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 19:00:00,24.0,24.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a498b9dedf3e0f5db7ab8e17f6484399bb461c3f6e7d147618316ce12bd98590,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 12:00:00,KHH108501131452,購物廣場站,6,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e3f2dba4deaed7de4d9f81f159871977c7152692419eff3296020b5aba4c7de8,iPASS,C09,4,#KHH-399,KHH8504,8504,KHH8504,8504,1,0,KHH108504169202,捷運鳳山國中站(郵局),3,2024-07-31 06:00:00,KHH108504148252,義大世界站,22,2024-07-31 07:00:00,82.0,82.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,2f77714ea2ab8ee7bd6fd418f9ac27cc56880b42fefae5a09e622a68b5c463f3,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,13dc97df8644299e3462b1b4b11163e4cf9e3676c238ac21488610c0fb561651,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e4aa8fa0ae75330b8e272bde321a8c42ff0651f5f8e8b8e1788b667dc507d4f9,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,50b9dd608ab4a5604fdc4ac00ae2aa1db09c69d1a974b26eddb623435f32e67a,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,7da58516feb604adb9c408c88cd7c898a5949a1dfe866042ed25505552c321b0,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 20:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,34.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b53424cf95f947dc5162b62b6c3d66b8901e3a76344fb131457792da19b88c68,iPASS,C09,1,,KHH8502,8502,KHH8502,8502,0,0,KHH10850284521,慈惠堂,14,2024-07-31 08:00:00,KHH10850261921,明誠路口(博愛二路),29,2024-07-31 08:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,4c9de57f2e879d44f15e9dca9cc8aabc7f031e75a72aa22c320a56c8d0e85d26,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,1,0,KHH108502136582,金獅湖站,17,2024-07-31 06:00:00,KHH108502160372,仁武高中,30,2024-07-31 07:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,04c1cf4163c558341d8844e141d7d28bdeeea34fb672cd8c0ff3d5bf638b8aa5,EasyCard,C09,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 11:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,17.0,0.0,,,17.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,de48fc9692d0c5781c505c6fb73e533af01876e9e17741a2269c29ef6dcccd26,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 12:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 13:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,69928ff702825a5dd62c0c747a7dd35059f3700bdfe84ecb3887425a10926bc2,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,1,0,KHH108506191582,大社果菜市場,18,2024-07-31 21:00:00,KHH108506115952,購物廣場站,20,2024-07-31 21:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cce3468220fcd85f7a5080072079a1fea0b90d4e88c7e049b446707faac4e7af,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 16:00:00,KHH108505118121,鳳新高中(南京路),10,2024-07-31 17:00:00,49.0,49.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,eda05b5df655a9127547c4349e484b39c63f2ffa3bea2914b1c8e327d6a66c19,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123401,樹德科技大學(校區),4,2024-07-31 10:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 11:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cb97655457890b018db5b88de7fcd44eaef786b6f28b85be5d2555d90a9b197e,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,59e90d864b3a85e0fa99b037d85b7a5206a650b6c5b4444aa0c08a087923d2a1,EasyCard,A,1,,KHH8503,8503,KHH8503,8503,0,0,KHH108503131461,購物廣場站,2,2024-07-31 13:00:00,KHH108503131621,高雄文化中心(五福國中站),14,2024-07-31 14:00:00,62.0,2.0,,03,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d9096bef85d95581350e4b32ccc70cdbe57b4a2e244f2bd1a84d568e7f911bde,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 08:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a440f75d28cbd1ce933804a1c02ac66d6330d04c83207ca4af8c4cdace5b30e6,iPASS,C09,4,#KHH-399,KHH8504,8504,KHH8504,8504,1,0,KHH108504131742,婦幼館,11,2024-07-31 06:00:00,KHH108504148252,義大世界站,22,2024-07-31 07:00:00,69.0,69.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cee2cd85270cd1c6da0acfb744c1f06e073e8f93c82395418443b713b02bf9e8,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 15:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,eec639d99655f43398296b6326d2404372e815c531f48b4481ca25e338b85b98,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c04a490668aae64c99c0c5ebd254123ad60687aefdb7644a02727a8b1d837cde,icash,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,d872c4287e556fc672eba9ca7e81579c4db2a42a957af049618c460a3234e085,iPASS,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 12:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 13:00:00,24.0,0.0,,,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cd874494b758c66d60a95ac9b43bca4af7d0d842f35a0a1ccdf75e2d294c07b2,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 14:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 14:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,04899a999ceb1fad002608505e5342daf7fbb5b577e239240462adbbab6247c3,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,39d745708dcd851ef223728101ecf32a7bcb9c2068c8de98509e471b7f216077,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ee6985d84e45ba572a9237ee0a62739091670c6778c661e301fb57e2b8a3570f,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 18:00:00,KHH108501131412,仁林路口(澄觀路二段),3,2024-07-31 18:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fe149c51033610a397927b78e97a449e1bdfce181b51aedb9b51e8f4368f5b1c,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506118172,臺鐵岡山車站(捷運岡山車站),1,2024-07-31 07:00:00,KHH108506191582,大社果菜市場,18,2024-07-31 08:00:00,48.0,0.0,,,48.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ff56cab31618d69f6b55f29184468b48f99b5626b78222c00be0878a361efb11,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,bd8d1f4a9e6608dc0861130316bbf731e142922895bfb7b1b40ce49d35f641be,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 20:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 21:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
